Title,Date
"The Big Bang Theory: Season 9: The Platonic Permutation","24/07/2017"
"The Big Bang Theory: Season 9: The Mystery Date Observation","24/07/2017"
"The Big Bang Theory: Season 9: The Spock Resonance","24/07/2017"
"The Big Bang Theory: Season 9: The Helium Insufficiency","24/07/2017"
"The Big Bang Theory: Season 9: The Perspiration Implementation","24/07/2017"
"The Big Bang Theory: Season 9: The 2003 Approximation","24/07/2017"
"The Big Bang Theory: Season 9: The Bachelor Party Corrosion","24/07/2017"
"The Big Bang Theory: Season 9: The Separation Oscillation","24/07/2017"
"The Big Bang Theory: Season 9: The Matrimonial Momentum","23/07/2017"
"The Lion King","23/07/2017"
"Better Call Saul: Season 3: Sunk Costs","21/07/2017"
"Orange Is the New Black: Season 5: Storm-y Weather","20/07/2017"
"Sherlock: Series 1: A Study in Pink","20/07/2017"
"Orange Is the New Black: Season 5: Tattoo You","20/07/2017"
"Orange Is the New Black: Season 5: Breaking the Fiberboard Ceiling","16/07/2017"
"Orange Is the New Black: Season 5: The Reverse Midas Touch","16/07/2017"
"Orange Is the New Black: Season 5: The Tightening","16/07/2017"
"Orange Is the New Black: Season 5: Tied to the Tracks","16/07/2017"
"Orange Is the New Black: Season 5: Full Bush, Half Snickers","15/07/2017"
"Orange Is the New Black: Season 5: Flaming Hot Cheetos, Literally","14/07/2017"
"Orange Is the New Black: Season 5: Sing It, White Effie","28/06/2017"
"Orange Is the New Black: Season 5: Litchfield's Got Talent","25/06/2017"
"House of Cards: Season 5: Chapter 65","25/06/2017"
"House of Cards: Season 5: Chapter 64","25/06/2017"
"House of Cards: Season 5: Chapter 63","25/06/2017"
"House of Cards: Season 5: Chapter 62","24/06/2017"
"House of Cards: Season 5: Chapter 61","19/06/2017"
"House of Cards: Season 5: Chapter 60","19/06/2017"
"House of Cards: Season 5: Chapter 59","18/06/2017"
"Orange Is the New Black: Season 5: Pissters!","17/06/2017"
"Superbad","13/06/2017"
"Orange Is the New Black: Season 5: F*ck, Marry, Frieda","13/06/2017"
"Orange Is the New Black: Season 5: Riot FOMO","11/06/2017"
"How I Met Your Mother: Season 9: Last Forever: Part Two","08/06/2017"
"How I Met Your Mother: Season 9: Last Forever: Part One","08/06/2017"
"House of Cards: Season 5: Chapter 58","07/06/2017"
"House of Cards: Season 5: Chapter 57","07/06/2017"
"House of Cards: Season 5: Chapter 56","06/06/2017"
"House of Cards: Season 5: Chapter 55","03/06/2017"
"House of Cards: Season 5: Chapter 54","03/06/2017"
"House of Cards: Season 5: Chapter 53","02/06/2017"
"How I Met Your Mother: Season 9: The End of the Aisle","29/05/2017"
"How I Met Your Mother: Season 9: Gary Blauman","29/05/2017"
"How I Met Your Mother: Season 9: Daisy","28/05/2017"
"How I Met Your Mother: Season 9: Vesuvius","28/05/2017"
"How I Met Your Mother: Season 9: Rally","28/05/2017"
"How I Met Your Mother: Season 9: Sunrise","28/05/2017"
"How I Met Your Mother: Season 9: How Your Mother Met Me","28/05/2017"
"Better Call Saul: Season 3: Witness","27/05/2017"
"How I Met Your Mother: Season 9: Unpause","27/05/2017"
"How I Met Your Mother: Season 9: Slapsgiving 3: Slappointment in Slapmarra","27/05/2017"
"How I Met Your Mother: Season 9: Bass Player Wanted","27/05/2017"
"How I Met Your Mother: Season 9: The Rehearsal Dinner","25/05/2017"
"How I Met Your Mother: Season 9: Bedtime Stories","25/05/2017"
"How I Met Your Mother: Season 9: Mom and Dad","24/05/2017"
"The Fear of 13","21/05/2017"
"How I Met Your Mother: Season 9: Platonish","19/05/2017"
"How I Met Your Mother: Season 9: The Lighthouse","16/05/2017"
"How I Met Your Mother: Season 9: No Questions Asked","15/05/2017"
"How I Met Your Mother: Season 9: Knight Vision","15/05/2017"
"How I Met Your Mother: Season 9: The Poker Game","02/05/2017"
"How I Met Your Mother: Season 9: The Broken Code","25/04/2017"
"How I Met Your Mother: Season 9: Last Time in New York","25/04/2017"
"How I Met Your Mother: Season 9: Coming Back","22/04/2017"
"How I Met Your Mother: Season 9: The Locket","22/04/2017"
"Better Call Saul: Season 3: Mabel","22/04/2017"
"BoJack Horseman Christmas Special: Sabrina's Christmas Wish","09/04/2017"
"Family Guy: Season 10: Lottery Fever","06/04/2017"
"The Godfather","03/04/2017"
"BoJack Horseman: Season 3: That Went Well","31/03/2017"
"BoJack Horseman: Season 3: That's Too Much, Man!","31/03/2017"
"BoJack Horseman: Season 3: It's You","30/03/2017"
"BoJack Horseman: Season 3: Best Thing That Ever Happened","28/03/2017"
"BoJack Horseman: Season 3: Old Acquaintance","28/03/2017"
"BoJack Horseman: Season 3: Stop the Presses","25/03/2017"
"BoJack Horseman: Season 3: Brrap Brrap Pew Pew","25/03/2017"
"BoJack Horseman: Season 3: Love And/Or Marriage","22/03/2017"
"BoJack Horseman: Season 3: Fish Out Of Water","18/03/2017"
"BoJack Horseman: Season 3: BoJack Kills","15/03/2017"
"BoJack Horseman: Season 3: The BoJack Horseman Show","14/03/2017"
"Django Unchained","13/03/2017"
"BoJack Horseman: Season 3: Start Spreading the News","10/03/2017"
"BoJack Horseman: Season 2: Out to Sea","07/03/2017"
"BoJack Horseman: Season 2: Escape from L.A.","07/03/2017"
"BoJack Horseman: Season 2: Yes And","07/03/2017"
"BoJack Horseman: Season 2: The Shot","17/02/2017"
"BoJack Horseman: Season 2: Let's Find Out","17/02/2017"
"BoJack Horseman: Season 2: Hank After Dark","16/02/2017"
"BoJack Horseman: Season 2: Higher Love","16/02/2017"
"BoJack Horseman: Season 2: Chickens","14/02/2017"
"BoJack Horseman: Season 2: After the Party","12/02/2017"
"BoJack Horseman: Season 2: Still Broken","11/02/2017"
"BoJack Horseman: Season 2: Yesterdayland","10/02/2017"
"BoJack Horseman: Season 2: Brand New Couch","09/02/2017"
"BoJack Horseman: Season 1: Later","09/02/2017"
"BoJack Horseman: Season 1: Downer Ending","08/02/2017"
"House of Cards: Season 4: Chapter 52","08/02/2017"
"House of Cards: Season 3: Chapter 39","08/02/2017"
"BoJack Horseman: Season 1: One Trick Pony","06/02/2017"
"BoJack Horseman: Season 1: Horse Majeure","02/02/2017"
"BoJack Horseman: Season 1: The Telescope","02/02/2017"
"BoJack Horseman: Season 1: Say Anything","01/02/2017"
"BoJack Horseman: Season 1: Our A-Story Is a 'D' Story","01/02/2017"
"BoJack Horseman: Season 1: Live Fast, Diane Nguyen","01/02/2017"
"BoJack Horseman: Season 1: Zoës and Zeldas","01/02/2017"
"BoJack Horseman: Season 1: Prickly-Muffin","01/02/2017"
"Cartel Land","28/01/2017"
"Living on One Dollar","26/01/2017"
"Marco Polo: Season 2: The Fellowship","26/01/2017"
"Marco Polo: Season 2: Heirs","25/01/2017"
"Marco Polo: Season 2: Whitehorse","25/01/2017"
"Marco Polo: Season 2: Lost Crane","25/01/2017"
"Marco Polo: Season 2: Serpent's Terms","23/01/2017"
"Marco Polo: Season 2: Lullaby","23/01/2017"
"Marco Polo: Season 2: Let God's Work Begin","22/01/2017"
"Marco Polo: Season 2: Measure Against the Linchpin","21/01/2017"
"Marco Polo: Season 2: Hug","20/01/2017"
"Marco Polo: Season 2: Hunter and the Sable Weaver","19/01/2017"
"Marco Polo: Season 1: The Heavenly and Primal","19/01/2017"
"Marco Polo: One Hundred Eyes","18/01/2017"
"Marco Polo: Season 1: Prisoners","18/01/2017"
"Marco Polo: Season 1: Rendering","18/01/2017"
"Marco Polo: Season 1: The Scholar's Pen","16/01/2017"
"Marco Polo: Season 1: White Moon","16/01/2017"
"Marco Polo: Season 1: Hashshashin","15/01/2017"
"Marco Polo: Season 1: The Fourth Step","12/01/2017"
"Marco Polo: Season 1: Feast","09/01/2017"
"Marco Polo: Season 1: The Wolf and the Deer","09/01/2017"
"Marco Polo: Season 1: The Wayfarer","08/01/2017"
"The Last Kingdom: Season 1: Episode 8","06/01/2017"
"The Last Kingdom: Season 1: Episode 7","04/01/2017"
"The Last Kingdom: Season 1: Episode 6","03/01/2017"
"The Last Kingdom: Season 1: Episode 5","03/01/2017"
"Beasts of No Nation","02/01/2017"
"The Last Kingdom: Season 1: Episode 4","01/01/2017"
"The Last Kingdom: Season 1: Episode 3","01/01/2017"
"The Last Kingdom: Season 1: Episode 2","01/01/2017"
"House of Cards: Season 1: Chapter 4","31/12/2016"
"House of Cards: Season 1: Chapter 3","30/12/2016"
"House of Cards: Season 1: Chapter 2","29/12/2016"
"House of Cards: Season 1: Chapter 1","28/12/2016"
"Orange Is the New Black: Season 4: Toast Can’t Never Be Bread Again","26/12/2016"
"Orange Is the New Black: Season 4: The Animals","25/12/2016"
"Orange Is the New Black: Season 4: People Persons","24/12/2016"
"Orange Is the New Black: Season 4: Bunny, Skull, Bunny, Skull","24/12/2016"
"Orange Is the New Black: Season 4: Turn Table Turn","22/12/2016"
"Orange Is the New Black: Season 4: Friends in Low Places","21/12/2016"
"Orange Is the New Black: Season 4: It Sounded Nicer in My Head","18/12/2016"
"Orange Is the New Black: Season 4: Piece of Sh*t","14/12/2016"
"Orange Is the New Black: Season 4: We’ll Always Have Baltimore","06/12/2016"
"Orange Is the New Black: Season 4: Doctor Psycho","06/12/2016"
"Orange Is the New Black: Season 4: (Don’t) Say Anything","05/12/2016"
"Orange Is the New Black: Season 4: Power Suit","01/12/2016"
"Orange Is the New Black: Season 4: Work That Body for Me","30/11/2016"
"Orange Is the New Black: Season 3: Trust No Bitch","29/11/2016"
"Orange Is the New Black: Season 3: Don’t Make Me Come Back There","27/11/2016"
"Orange Is the New Black: Season 3: We Can Be Heroes","27/11/2016"
"Orange Is the New Black: Season 3: A Tittin' and a Hairin'","25/11/2016"
"Orange Is the New Black: Season 3: Where My Dreidel At","24/11/2016"
"Orange Is the New Black: Season 3: Fear, and Other Smells","23/11/2016"
"Orange Is the New Black: Season 3: Tongue-Tied","20/11/2016"
"Orange Is the New Black: Season 3: Ching Chong Chang","18/11/2016"
"Orange Is the New Black: Season 3: Fake It Till You Fake It Some More","17/11/2016"
"Orange Is the New Black: Season 3: Finger in the Dyke","16/11/2016"
"Orange Is the New Black: Season 3: Empathy Is a Boner Killer","16/11/2016"
"Orange Is the New Black: Season 3: Bed Bugs and Beyond","16/11/2016"
"Orange Is the New Black: Season 3: Mother's Day","14/11/2016"
"Orange Is the New Black: Season 2: We Have Manners. We're Polite.","14/11/2016"
"Orange Is the New Black: Season 2: It Was the Change","14/11/2016"
"Orange Is the New Black: Season 2: Take a Break From Your Values","12/11/2016"
"Orange Is the New Black: Season 2: Little Mustachioed Sh*t","12/11/2016"
"Orange Is the New Black: Season 2: 40 Oz. of Furlough","12/11/2016"
"Orange Is the New Black: Season 2: Appropriately Sized Pots","11/11/2016"
"Orange Is the New Black: Season 2: Comic Sans","10/11/2016"
"Orange Is the New Black: Season 2: You Also Have a Pizza","09/11/2016"
"Orange Is the New Black: Season 2: Low Self Esteem City","08/11/2016"
"Orange Is the New Black: Season 2: A Whole Other Hole","08/11/2016"
"Orange Is the New Black: Season 2: Hugs Can Be Deceiving","08/11/2016"
"Orange Is the New Black: Season 2: Looks Blue, Tastes Red","08/11/2016"
"Orange Is the New Black: Season 2: Thirsty Bird","07/11/2016"
"Orange Is the New Black: Season 1: Can't Fix Crazy","06/11/2016"
"Orange Is the New Black: Season 1: Fool Me Once","04/11/2016"
"Orange Is the New Black: Season 1: Tall Men with Feelings","03/11/2016"
"Orange Is the New Black: Season 1: Bora Bora Bora","02/11/2016"
" ","28/10/2016"
"The Walking Dead: Season 6: Last Day on Earth","19/10/2016"
"Korengal","18/10/2016"
"The Siege of Jadotville","14/10/2016"
"Orange Is the New Black: Season 1: F*cksgiving","12/10/2016"
"Orange Is the New Black: Season 1: Moscow Mule","10/10/2016"
"Orange Is the New Black: Season 1: Blood Donut","10/10/2016"
"Orange Is the New Black: Season 1: WAC Pack","06/10/2016"
"Orange Is the New Black: Season 1: The Chickening","04/10/2016"
"Orange Is the New Black: Season 1: Imaginary Enemies","04/10/2016"
"Orange Is the New Black: Season 1: Lesbian Request Denied","02/10/2016"
"Bears","25/09/2016"
"Jessie: Season 1: New York, New Nanny","20/09/2016"
"Orange Is the New Black: Season 1: Tit Punch","20/09/2016"
"Narcos: Season 2: Al Fin Cayó!","19/09/2016"
"Narcos: Season 2: Nuestra Finca","18/09/2016"
"Narcos: Season 2: Exit El Patrón","16/09/2016"
"Narcos: Season 2: Deutschland 93","16/09/2016"
"Narcos: Season 2: Los Pepes","12/09/2016"
"Narcos: Season 2: The Enemies of My Enemy","12/09/2016"
"Hannibal: Season 1: Potage","11/09/2016"
"Hannibal: Season 1: Amuse-bouche","11/09/2016"
"Hannibal: Season 1: Apéritif","11/09/2016"
"Narcos: Season 2: The Good, The Bad, and The Dead","11/09/2016"
"Narcos: Season 2: Our Man in Madrid","04/09/2016"
"Narcos: Season 2: Cambalache","04/09/2016"
"Narcos: Season 2: Free at Last","04/09/2016"
"Forrest Gump","01/09/2016"
"The Big Bang Theory: Season 1: The Middle Earth Paradigm","14/08/2016"
"The Big Bang Theory: Season 5: The Good Guy Fluctuation","14/08/2016"
"The Beach","09/08/2016"
"Better Call Saul: Season 1: Uno","09/08/2016"
"Orange Is the New Black: Season 1: I Wasn't Ready","08/08/2016"
"Shutter Island","02/08/2016"
"Narcos: Season 1: Despegue","01/08/2016"
"Narcos: Season 1: La Catedral","01/08/2016"
"Narcos: Season 1: La Gran Mentira","30/07/2016"
"Narcos: Season 1: You Will Cry Tears of Blood","29/07/2016"
"Narcos: Season 1: Explosivos","29/07/2016"
"Narcos: Season 1: There Will Be a Future","27/07/2016"
"Narcos: Season 1: The Palace in Flames","25/07/2016"
"Narcos: Season 1: The Men of Always","22/07/2016"
"Narcos: Season 1: The Sword of Simón Bolívar","21/07/2016"
"The Big Bang Theory: Season 8: The Commitment Determination","18/07/2016"
"The Big Bang Theory: Season 8: The Maternal Combustion","18/07/2016"
"The Big Bang Theory: Season 8: The Graduation Transmission","18/07/2016"
"The Big Bang Theory: Season 8: The Communication Deterioration","18/07/2016"
"The Big Bang Theory: Season 8: The Fortification Implementation","18/07/2016"
"The Big Bang Theory: Season 8: The Skywalker Incursion","17/07/2016"
"The Big Bang Theory: Season 8: The Leftover Thermalization","17/07/2016"
"Better Call Saul: Season 2: Klick","17/07/2016"
"Better Call Saul: Season 2: Nailed","17/07/2016"
"Prison Break: Season 4: The Final Break","17/07/2016"
"Life Is Beautiful","15/07/2016"
"The Big Bang Theory: Season 8: The Colonization Application","14/07/2016"
"The Big Bang Theory: Season 8: The Intimacy Acceleration","14/07/2016"
"The Big Bang Theory: Season 8: The Comic Book Store Regeneration","14/07/2016"
"The Big Bang Theory: Season 8: The Troll Manifestation","14/07/2016"
"The Big Bang Theory: Season 8: The Anxiety Optimization","14/07/2016"
"The Big Bang Theory: Season 8: The Space Probe Disintegration","13/07/2016"
"The Big Bang Theory: Season 8: The Champagne Reflection","13/07/2016"
"The Big Bang Theory: Season 8: The Septum Deviation","12/07/2016"
"The Big Bang Theory: Season 8: The Prom Equivalency","11/07/2016"
"Africa: Season 1: Sahara","03/07/2016"
"Africa: Season 1: Cape","03/07/2016"
"Africa: Season 1: Congo","03/07/2016"
"Africa: Season 1: Savannah","02/07/2016"
"Africa: Season 1: Kalahari","02/07/2016"
"Seven Pounds","20/06/2016"
"Better Call Saul: Season 2: Fifi","12/05/2016"
"Better Call Saul: Season 2: Inflatable","12/05/2016"
"Better Call Saul: Season 2: Bali Ha'i","11/05/2016"
"Better Call Saul: Season 2: Rebecca","03/05/2016"
"Better Call Saul: Season 2: Gloves Off","30/04/2016"
"Better Call Saul: Season 2: Amarillo","28/04/2016"
"Better Call Saul: Season 2: Cobbler","28/04/2016"
"Better Call Saul: Season 2: Switch","25/04/2016"
"Better Call Saul: Season 1: Marco","23/04/2016"
"The Big Bang Theory: Season 8: The Misinterpretation Agitation","22/04/2016"
"The Big Bang Theory: Season 8: The Expedition Approximation","22/04/2016"
"The Big Bang Theory: Season 8: The Focus Attenuation","22/04/2016"
"The Big Bang Theory: Season 8: The Hook-Up Reverberation","22/04/2016"
"The Big Bang Theory: Season 8: The First Pitch Insufficiency","22/04/2016"
"Better Call Saul: Season 1: Pimento","22/04/2016"
"Better Call Saul: Season 1: Rico","21/04/2016"
"Better Call Saul: Season 1: Bingo","20/04/2016"
"Better Call Saul: Season 1: Five-O","19/04/2016"
"Auschwitz: The Nazis and the Final Solution: Season 1: Surprising Beginnings","19/04/2016"
